bib_number,2976,1795,240,248,bib_number_0080.jpg,5184,3456
bib_number,2100,1448,139,174,bib_number_0081.jpg,5184,3456
bib_number,2727,1767,254,274,bib_number_0081.jpg,5184,3456
bib_number,2976,1876,299,249,bib_number_0081.jpg,5184,3456
bib_number,2136,1953,256,146,bib_number_0082.jpg,5184,3456
bib_number,3049,2674,639,566,bib_number_0083.jpg,5184,3456
bib_number,2821,2498,573,456,bib_number_0084.jpg,5184,3456
bib_number,2256,1597,300,284,bib_number_0085.jpg,5184,3456
bib_number,2275,1891,237,186,bib_number_0086.jpg,5184,3456
bib_number,2329,1451,468,386,bib_number_0087.jpg,5184,3456
bib_number,2658,1480,332,241,bib_number_0088.jpg,5184,3456
bib_number,2247,1503,170,146,bib_number_0088.jpg,5184,3456
bib_number,1246,1764,253,186,bib_number_0088.jpg,5184,3456
bib_number,301,509,78,63,bib_number_0089.jpg,720,1076
bib_number,353,335,46,33,bib_number_0090.jpg,720,481
bib_number,573,516,132,110,bib_number_0091.jpg,1200,1600
bib_number,1054,1615,224,204,bib_number_0092.jpg,3000,2000
bib_number,1949,931,138,97,bib_number_0092.jpg,3000,2000
bib_number,1623,1210,226,176,bib_number_0093.jpg,4508,2536
bib_number,523,721,153,157,bib_number_0094.jpg,1255,1890
bib_number,385,815,120,76,bib_number_0095.jpg,1977,1517
bib_number,814,920,113,90,bib_number_0096.jpg,1596,1879
bib_number,326,814,120,91,bib_number_0097.jpg,1987,1509
bib_number,1110,830,169,148,bib_number_0098.jpg,1897,1581
bib_number,621,857,241,178,bib_number_0099.jpg,1458,2056
bib_number,709,638,189,170,bib_number_0100.jpg,1457,2059
bib_number,904,1342,155,115,bib_number_0101.jpg,2000,3000
bib_number,736,495,110,83,bib_number_0102.jpg,1669,1197
bib_number,895,519,90,69,bib_number_0102.jpg,1669,1197
bib_number,608,597,164,125,bib_number_0103.jpg,1731,1155
bib_number,1505,586,195,156,bib_number_0103.jpg,1731,1155
bib_number,1022,506,101,78,bib_number_0104.jpg,1701,1175
bib_number,521,454,112,71,bib_number_0104.jpg,1701,1175
bib_number,927,452,127,88,bib_number_0105.jpg,1706,1171
bib_number,1220,324,124,88,bib_number_0106.jpg,1816,1101
bib_number,1294,406,83,90,bib_number_0107.jpg,1788,1118
bib_number,928,806,56,44,bib_number_0108.jpg,1659,1205
bib_number,946,711,64,52,bib_number_0109.jpg,1751,1142
bib_number,295,723,99,79,bib_number_0110.jpg,1549,1290
bib_number,908,480,103,74,bib_number_0111.jpg,1724,1159
bib_number,1034,532,70,75,bib_number_0112.jpg,1829,1093
bib_number,373,595,78,75,bib_number_0112.jpg,1829,1093
bib_number,843,370,29,20,bib_number_0112.jpg,1829,1093
bib_number,343,423,64,80,bib_number_0113.jpg,1737,1151
bib_number,1611,519,46,30,bib_number_0113.jpg,1737,1151
bib_number,1212,448,65,61,bib_number_0113.jpg,1737,1151
bib_number,810,564,96,87,bib_number_0114.jpg,1628,1227
bib_number,1277,562,84,55,bib_number_0114.jpg,1628,1227
bib_number,424,1305,256,236,bib_number_0115.jpg,2000,3000
bib_number,1071,565,187,139,bib_number_0116.jpg,2000,1333
bib_number,462,1372,269,187,bib_number_0117.jpg,2000,3000
bib_number,648,1895,320,247,bib_number_0118.jpg,2000,3000
bib_number,986,1183,194,137,bib_number_0119.jpg,2000,3000
bib_number,509,392,136,102,bib_number_0120.jpg,1014,652
bib_number,432,342,67,51,bib_number_0121.jpg,960,640
bib_number,382,368,32,40,bib_number_0121.jpg,960,640
